# this file should contain results information.  The first column should contain something that can be used to link the results to the assays file e.g. Experimental Condition [targeted protein]		
Experiment	Directory and filename	Descriptor
Exp1_rep2_25min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_25min_im4_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_2min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im1.mat	Matlab files containing all the SD_mRNA data
Exp1_rep2_2min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im1_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_2min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im1_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_2min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im1_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im1_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_2min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im1_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im1_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_2min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im1_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im1_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_2min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im1_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im1_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_2min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im2.mat	Matlab files containing all the SD_mRNA data
Exp1_rep2_2min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im2_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_2min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im2_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_2min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im2_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im2_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_2min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im2_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im2_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_2min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im2_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im2_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_2min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im2_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im2_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_2min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im3.mat	Matlab files containing all the SD_mRNA data
Exp1_rep2_2min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im3_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_2min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im3_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_2min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im3_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im3_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_2min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im3_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im3_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_2min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im3_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im3_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_2min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im3_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im3_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_2min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im4.mat	Matlab files containing all the SD_mRNA data
Exp1_rep2_2min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im4_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_2min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im4_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_2min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im4_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im4_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_2min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im4_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im4_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_2min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im4_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im4_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_2min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im4_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_2min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_2min_im4_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_30min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im1.mat	Matlab files containing all the SD_mRNA data
Exp1_rep2_30min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im1_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_30min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im1_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_30min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im1_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im1_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_30min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im1_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im1_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_30min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im1_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im1_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_30min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im1_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im1_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_30min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im2.mat	Matlab files containing all the SD_mRNA data
Exp1_rep2_30min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im2_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_30min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im2_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_30min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im2_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im2_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_30min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im2_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im2_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_30min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im2_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im2_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_30min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im2_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im2_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_30min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im3.mat	Matlab files containing all the SD_mRNA data
Exp1_rep2_30min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im3_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_30min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im3_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_30min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im3_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im3_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_30min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im3_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im3_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_30min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im3_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im3_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_30min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im3_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im3.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im3_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_30min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im4.mat	Matlab files containing all the SD_mRNA data
Exp1_rep2_30min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im4_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_30min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im4_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_30min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im4_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im4_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_30min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im4_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im4_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_30min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im4_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im4_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_30min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im4_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im4.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im4_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_30min_im7.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im7.mat	Matlab files containing all the SD_mRNA data
Exp1_rep2_30min_im7.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im7_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_30min_im7.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im7_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_30min_im7.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im7_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im7.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im7_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_30min_im7.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im7_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im7.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im7_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_30min_im7.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im7_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im7.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im7_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_30min_im7.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im7_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_30min_im7.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_30min_im7_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_35min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_35min_im1.mat	Matlab files containing all the SD_mRNA data
Exp1_rep2_35min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_35min_im1_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_35min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_35min_im1_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_35min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_35min_im1_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_35min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_35min_im1_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_35min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_35min_im1_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_35min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_35min_im1_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_35min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_35min_im1_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_35min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_35min_im1_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp1_rep2_35min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_35min_im1_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp1_rep2_35min_im1.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_35min_im1_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp1_rep2_35min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_35min_im2.mat	Matlab files containing all the SD_mRNA data
Exp1_rep2_35min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_35min_im2_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp1_rep2_35min_im2.tif	Exp1_rep2/#2_Analyzed_images/SD_mRNA_Exp1_rep2_35min_im2_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
