Dataset Name,Image Name,Term Source 1 REF,Original Image,Processed image 1,Processed image 2,Characteristics [Cell Line],Protocol 2,Protocol 1,Assay Name,Experimental Condition,Comment [Gene Annotation Comments],Characteristics [Organism],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Comment [Gene Identifier] 1,Comment [Gene Identifier] 2,Comment [Gene Symbol] 1,Comment [Gene Symbol] 2
Exp1_rep2 processed,Exp1_rep2_2min_im2.companion.ome [3D],4932,Exp1_rep2_2min_im2.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",2 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_2min_im2.companion.ome [Projection],4932,Exp1_rep2_2min_im2.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",2 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2,Exp1_rep2_2min_im3.tif,4932,,Exp1_rep2_2min_im3.companion.ome [3D],Exp1_rep2_2min_im3.companion.ome [Projection],BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",2 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an image stack containing stacks of 4 different channels,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_2min_im3.companion.ome [3D],4932,Exp1_rep2_2min_im3.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",2 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_2min_im3.companion.ome [Projection],4932,Exp1_rep2_2min_im3.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",2 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2,Exp1_rep2_2min_im4.tif,4932,,Exp1_rep2_2min_im4.companion.ome [3D],Exp1_rep2_2min_im4.companion.ome [Projection],BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",2 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an image stack containing stacks of 4 different channels,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_2min_im4.companion.ome [3D],4932,Exp1_rep2_2min_im4.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",2 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_2min_im4.companion.ome [Projection],4932,Exp1_rep2_2min_im4.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",2 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2,Exp1_rep2_30min_im1.tif,4932,,Exp1_rep2_30min_im1.companion.ome [3D],Exp1_rep2_30min_im1.companion.ome [Projection],BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an image stack containing stacks of 4 different channels,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_30min_im1.companion.ome [3D],4932,Exp1_rep2_30min_im1.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_30min_im1.companion.ome [Projection],4932,Exp1_rep2_30min_im1.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2,Exp1_rep2_30min_im2.tif,4932,,Exp1_rep2_30min_im2.companion.ome [3D],Exp1_rep2_30min_im2.companion.ome [Projection],BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an image stack containing stacks of 4 different channels,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_30min_im2.companion.ome [3D],4932,Exp1_rep2_30min_im2.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_30min_im2.companion.ome [Projection],4932,Exp1_rep2_30min_im2.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2,Exp1_rep2_30min_im3.tif,4932,,Exp1_rep2_30min_im3.companion.ome [3D],Exp1_rep2_30min_im3.companion.ome [Projection],BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an image stack containing stacks of 4 different channels,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_30min_im3.companion.ome [3D],4932,Exp1_rep2_30min_im3.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_30min_im3.companion.ome [Projection],4932,Exp1_rep2_30min_im3.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2,Exp1_rep2_30min_im4.tif,4932,,Exp1_rep2_30min_im4.companion.ome [3D],Exp1_rep2_30min_im4.companion.ome [Projection],BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an image stack containing stacks of 4 different channels,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_30min_im4.companion.ome [3D],4932,Exp1_rep2_30min_im4.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_30min_im4.companion.ome [Projection],4932,Exp1_rep2_30min_im4.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2,Exp1_rep2_30min_im7.tif,4932,,Exp1_rep2_30min_im7.companion.ome [3D],Exp1_rep2_30min_im7.companion.ome [Projection],BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an image stack containing stacks of 4 different channels,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_30min_im7.companion.ome [3D],4932,Exp1_rep2_30min_im7.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_30min_im7.companion.ome [Projection],4932,Exp1_rep2_30min_im7.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",30 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2,Exp1_rep2_35min_im1.tif,4932,,Exp1_rep2_35min_im1.companion.ome [3D],Exp1_rep2_35min_im1.companion.ome [Projection],BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",35 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an image stack containing stacks of 4 different channels,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_35min_im1.companion.ome [3D],4932,Exp1_rep2_35min_im1.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",35 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_35min_im1.companion.ome [Projection],4932,Exp1_rep2_35min_im1.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",35 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2,Exp1_rep2_35min_im2.tif,4932,,Exp1_rep2_35min_im2.companion.ome [3D],Exp1_rep2_35min_im2.companion.ome [Projection],BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",35 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an image stack containing stacks of 4 different channels,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_35min_im2.companion.ome [3D],4932,Exp1_rep2_35min_im2.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",35 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_35min_im2.companion.ome [Projection],4932,Exp1_rep2_35min_im2.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",35 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2,Exp1_rep2_35min_im3.tif,4932,,Exp1_rep2_35min_im3.companion.ome [3D],Exp1_rep2_35min_im3.companion.ome [Projection],BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",35 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an image stack containing stacks of 4 different channels,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_35min_im3.companion.ome [3D],4932,Exp1_rep2_35min_im3.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",35 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_35min_im3.companion.ome [Projection],4932,Exp1_rep2_35min_im3.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",35 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2,Exp1_rep2_35min_im4.tif,4932,,Exp1_rep2_35min_im4.companion.ome [3D],Exp1_rep2_35min_im4.companion.ome [Projection],BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",35 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an image stack containing stacks of 4 different channels,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_35min_im4.companion.ome [3D],4932,Exp1_rep2_35min_im4.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",35 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_35min_im4.companion.ome [Projection],4932,Exp1_rep2_35min_im4.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",35 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2,Exp1_rep2_40min_im1.tif,4932,,Exp1_rep2_40min_im1.companion.ome [3D],Exp1_rep2_40min_im1.companion.ome [Projection],BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",40 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an image stack containing stacks of 4 different channels,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
Exp1_rep2 processed,Exp1_rep2_40min_im1.companion.ome [3D],4932,Exp1_rep2_40min_im1.tif,,,BY4741,"Growth - CSM, 30C","Treatment - 0.2M NaCl, step","Bright field, DAPI, TMR, CY5",40 minutes after osmotic stress,SGD,Saccharomyces cerevisiae,\Exp1_rep2\#1_Raw_Images\,this is an analyzed image,TRANS: brightfield of the cells; DAPI: fluoresecently stained DNA; TMR: TAMRA labeld onligo nucleotide probes that bind to an STL1 mRNA; CY5: Cy5 labeld onligo nucleotide probes that bind to an CTT1 mRNA,Results_Exp1_rep2.mat,YDR536W,YGR088W,STL1,CTT1
